date,fund_code,nav,source,fetched_at,is_estimate
2025-01-17,900004,1.027087,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-20,900001,1.025295,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-20,900002,1.025295,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-20,900003,1.044840,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-20,900004,1.028776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-21,900001,1.026307,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-21,900002,1.026307,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-21,900003,1.044625,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-21,900004,1.030282,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-22,900001,1.027098,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-22,900002,1.027098,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-22,900003,1.043725,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-22,900004,1.031598,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-23,900001,1.027667,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-23,900002,1.027667,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-23,900003,1.042178,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-23,900004,1.032715,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-24,900001,1.028016,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-24,900002,1.028016,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-24,900003,1.040030,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-24,900004,1.033631,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-27,900001,1.028147,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-27,900002,1.028147,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-27,900003,1.037344,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-27,900004,1.034342,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-28,900001,1.028067,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-28,900002,1.028067,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-28,900003,1.034192,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-28,900004,1.034846,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-29,900001,1.027786,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-29,900002,1.027786,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-29,900003,1.030655,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-29,900004,1.035145,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-30,900001,1.027314,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-30,900002,1.027314,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-30,900003,1.026822,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-30,900004,1.035239,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-31,900001,1.026666,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-31,900002,1.026666,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-31,900003,1.022789,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-01-31,900004,1.035133,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-03,900001,1.025857,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-03,900002,1.025857,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-03,900003,1.018656,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-03,900004,1.034832,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-04,900001,1.024905,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-04,900002,1.024905,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-04,900003,1.014523,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-04,900004,1.034344,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-05,900001,1.023831,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-05,900002,1.023831,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-05,900003,1.010493,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-05,900004,1.033677,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-06,900001,1.022655,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-06,900002,1.022655,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-06,900003,1.006665,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-06,900004,1.032840,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-07,900001,1.021400,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-07,900002,1.021400,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-07,900003,1.003134,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-07,900004,1.031846,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-10,900001,1.020090,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-10,900002,1.020090,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-10,900003,0.999989,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-10,900004,1.030706,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-11,900001,1.018749,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-11,900002,1.018749,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-11,900003,0.997312,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-11,900004,1.029436,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-12,900001,1.017400,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-12,900002,1.017400,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-12,900003,0.995175,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-12,900004,1.028050,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-13,900001,1.016070,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-13,900002,1.016070,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-13,900003,0.993638,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-13,900004,1.026564,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-14,900001,1.014782,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-14,900002,1.014782,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-14,900003,0.992750,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-14,900004,1.024995,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-17,900001,1.013560,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-17,900002,1.013560,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-17,900003,0.992547,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-17,900004,1.023360,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-18,900001,1.012427,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-18,900002,1.012427,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-18,900003,0.993050,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-18,900004,1.021678,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-19,900001,1.011406,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-19,900002,1.011406,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-19,900003,0.994266,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-19,900004,1.019967,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-20,900001,1.010516,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-20,900002,1.010516,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-20,900003,0.996188,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-20,900004,1.018245,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-21,900001,1.009778,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-21,900002,1.009778,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-21,900003,0.998793,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-21,900004,1.016531,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-24,900001,1.009207,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-24,900002,1.009207,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-24,900003,1.002046,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-24,900004,1.014844,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-25,900001,1.008819,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-25,900002,1.008819,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-25,900003,1.005899,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-25,900004,1.013203,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-26,900001,1.008628,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-26,900002,1.008628,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-26,900003,1.010289,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-26,900004,1.011626,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-27,900001,1.008642,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-27,900002,1.008642,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-27,900003,1.015145,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-27,900004,1.010129,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-28,900001,1.008871,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-28,900002,1.008871,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-28,900003,1.020386,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-02-28,900004,1.008731,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-03,900001,1.009319,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-03,900002,1.009319,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-03,900003,1.025920,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-03,900004,1.007447,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-04,900001,1.009988,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-04,900002,1.009988,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-04,900003,1.031655,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-04,900004,1.006292,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-05,900001,1.010880,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-05,900002,1.010880,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-05,900003,1.037489,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-05,900004,1.005280,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-06,900001,1.011989,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-06,900002,1.011989,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-06,900003,1.043321,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-06,900004,1.004425,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-07,900001,1.013312,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-07,900002,1.013312,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-07,900003,1.049049,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-07,900004,1.003737,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-10,900001,1.014839,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-10,900002,1.014839,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-10,900003,1.054575,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-10,900004,1.003228,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-11,900001,1.016560,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-11,900002,1.016560,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-11,900003,1.059804,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-11,900004,1.002905,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-12,900001,1.018462,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-12,900002,1.018462,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-12,900003,1.064645,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-12,900004,1.002776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-13,900001,1.020528,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-13,900002,1.020528,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-13,900003,1.069017,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-13,900004,1.002848,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-14,900001,1.022742,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-14,900002,1.022742,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-14,900003,1.072849,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-14,900004,1.003122,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-17,900001,1.025085,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-17,900002,1.025085,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-17,900003,1.076080,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-17,900004,1.003603,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-18,900001,1.027535,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-18,900002,1.027535,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-18,900003,1.078662,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-18,900004,1.004290,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-19,900001,1.030071,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-19,900002,1.030071,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-19,900003,1.080559,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-19,900004,1.005182,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-20,900001,1.032668,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-20,900002,1.032668,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-20,900003,1.081750,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-20,900004,1.006277,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-21,900001,1.035303,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-21,900002,1.035303,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-21,900003,1.082228,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-21,900004,1.007570,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-24,900001,1.037952,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-24,900002,1.037952,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-24,900003,1.082000,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-24,900004,1.009054,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-25,900001,1.040590,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-25,900002,1.040590,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-25,900003,1.081088,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-25,900004,1.010723,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-26,900001,1.043192,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-26,900002,1.043192,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-26,900003,1.079530,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-26,900004,1.012567,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-27,900001,1.045735,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-27,900002,1.045735,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-27,900003,1.077372,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-27,900004,1.014575,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-28,900001,1.048194,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-28,900002,1.048194,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-28,900003,1.074677,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-28,900004,1.016735,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-31,900001,1.050548,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-31,900002,1.050548,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-31,900003,1.071517,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-03-31,900004,1.019034,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-01,900001,1.052776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-01,900002,1.052776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-01,900003,1.067974,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-01,900004,1.021457,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-02,900001,1.054858,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-02,900002,1.054858,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-02,900003,1.064137,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-02,900004,1.023989,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-03,900001,1.056776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-03,900002,1.056776,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-03,900003,1.060102,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-03,900004,1.026614,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-04,900001,1.058515,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-04,900002,1.058515,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-04,900003,1.055967,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-04,900004,1.029315,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-07,900001,1.060061,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-07,900002,1.060061,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-07,900003,1.051836,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-07,900004,1.032073,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-08,900001,1.061404,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-08,900002,1.061404,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-08,900003,1.047808,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-08,900004,1.034870,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-09,900001,1.062535,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-09,900002,1.062535,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-09,900003,1.043984,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-09,900004,1.037689,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-10,900001,1.063448,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-10,900002,1.063448,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-10,900003,1.040459,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-10,900004,1.040509,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-11,900001,1.064139,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-11,900002,1.064139,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-11,900003,1.037322,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-11,900004,1.043313,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-14,900001,1.064608,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
2025-04-14,900002,1.064608,synthetic-demo-not-market-data,2026-07-12T08:00:00+08:00,false
